,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,frame,pos,strain,condition,colony_id,col_idx,min_dist_PA_centroid
37,38,536,1406.8805970149253,166.7910447761194,31.962676094920592,22.174969759454058,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,37.0,72.90834475657401
38,39,1182,1424.839255499154,625.2876480541455,51.056639813707065,32.68052837306833,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,38.0,88.7517326104558
39,40,671,1426.154992548435,1213.2011922503725,35.4148307585032,25.34966931218602,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,39.0,109.33832470986432
40,41,367,1429.1961852861036,11.662125340599456,28.491856175844067,17.790350195096384,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,40.0,89.63979636824324
41,42,838,1462.6539379474941,453.67899761336514,40.56090668776367,27.889867044415734,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,41.0,96.57918982148439
42,43,762,1466.9685039370079,343.6509186351706,41.93155446878261,24.39804720291967,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,42.0,152.85577776178795
43,44,712,1488.4508426966293,2020.9831460674156,62.18406072566575,22.313860546809604,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,43.0,181.25928021617315
44,45,434,1480.057603686636,104.99539170506912,27.552553768665007,20.568680832597764,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,44.0,42.24081635918633
45,46,1012,1489.8112648221345,1320.588932806324,39.98692106174195,33.89780415115611,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,45.0,179.65136638072264
46,47,474,1501.8966244725739,670.9071729957806,29.402458324358804,21.57424840456194,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,46.0,159.95166115939926
47,48,460,1507.871739130435,158.8108695652174,27.893102077407004,21.74776780967444,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,47.0,38.21439698385386
48,49,504,1511.9087301587301,1181.5595238095239,28.19287078678162,23.95804536122465,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,48.0,156.1192129076494
49,50,409,1726.083129584352,778.1687041564792,25.916236112568427,21.08030684908056,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,49.0,183.49922758988296
50,51,1328,1766.5263554216867,1468.3456325301204,52.19795263391891,34.587666287967856,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,50.0,141.19180192196
51,52,481,1767.1351351351352,1384.5841995841995,29.06488740869564,22.109331620834894,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,51.0,211.3196573220393
52,53,594,1785.5925925925926,1424.121212121212,34.88020807682498,23.160009448186557,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,52.0,167.69266613251372
53,54,896,1818.513392857143,789.6383928571429,37.1497304985294,34.06897937302038,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,53.0,128.12929567525134
54,55,1888,1826.1710805084747,628.9152542372881,69.1966815470388,38.61400188362534,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,54.0,48.95228994497102
55,56,712,1908.745786516854,476.9803370786517,38.07643716073171,25.186915456109393,0,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,55.0,147.62672158716813
56,1,737,130.87516960651288,754.9579375848033,34.35222929980436,27.758593639357006,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,0.0,205.58886682609037
57,2,993,207.82376636455186,189.01309164149043,49.27331176463424,26.952936963286298,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,1.0,132.56204592206865
58,3,334,207.9191616766467,1660.0419161676646,26.084443914418294,17.45333256086701,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,2.0,212.7595075077175
59,4,1552,275.3563144329897,213.73711340206185,56.071884857847934,36.74223980763879,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,3.0,72.80220345696034
60,5,979,277.0214504596527,970.9519918283963,41.09042901421629,33.56073610002115,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,4.0,85.88826905857536
61,6,851,343.3325499412456,1500.2761457109284,45.06346209886465,26.057626558644433,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,5.0,79.34371842932603
62,7,1662,408.7328519855596,510.39410348977134,54.96722757983617,40.63950024289079,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,6.0,95.69578506100997
63,8,525,409.0133333333333,947.9580952380952,31.088973778882725,22.222361265512376,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,7.0,152.33153026185144
64,9,833,465.6938775510204,38.863145258103245,38.376242633276675,29.547371989039107,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,8.0,168.35526276801573
65,10,135,545.8814814814815,1904.111111111111,17.53928845533686,10.55405705999439,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,9.0,225.5280202514659
66,11,693,581.6464646464647,398.2207792207792,38.23128861685739,24.812924684898935,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,10.0,51.673409856154805
67,12,731,599.0041039671682,224.2325581395349,36.88474032680543,27.27027892759618,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,11.0,164.21749351171962
68,13,845,663.7065088757397,1880.4437869822484,41.910042076746514,28.46018875419976,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,12.0,109.97339960622215
69,14,625,666.4864,224.5968,33.41143690277658,25.6340359852244,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,13.0,193.40275999921943
70,15,483,684.0269151138716,1032.7888198757764,30.28890835287474,21.091189007716775,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,14.0,416.04934800908455
71,16,1273,700.8224666142969,278.3055773762765,48.81113967555513,34.94970913839044,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,15.0,153.78677316391122
72,17,789,774.8365019011407,1558.831432192649,39.926104707234714,26.495421087618883,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,16.0,218.24735609563746
73,18,655,804.6488549618321,655.7664122137404,37.86596377445422,23.73854144237878,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,17.0,178.8956858316358
74,19,1137,855.4195250659631,494.76253298153034,44.863054870503575,33.93194595125184,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,18.0,137.6741942964846
75,20,771,864.8365758754863,345.6990920881971,32.43120461831506,31.12513650384348,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,19.0,89.8556770941532
76,21,679,914.4521354933726,857.0,35.33353003068259,26.1152959255694,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,20.0,139.0079834920041
77,22,1494,930.123828647925,780.0394912985274,51.10491553513503,38.35047524867034,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,21.0,63.78205575337369
78,23,669,934.424514200299,724.9581464872945,32.206569099194475,26.98511043215161,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,22.0,33.779879320162195
79,24,669,954.5336322869955,181.36322869955157,34.306094886601706,25.47427875006477,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,23.0,207.93321642632787
80,25,938,1004.5490405117271,1698.7942430703624,52.565298403361126,26.569673253509787,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,24.0,97.03322493505021
81,26,1383,1019.5712219812003,1013.5806218365872,51.9261166078737,37.02863963008868,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,25.0,289.49475233965035
82,27,730,1083.0082191780823,1235.0287671232877,35.49661990881434,27.602020647477875,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,26.0,167.72533852376574
83,28,625,1146.7664,753.464,32.08124736066172,25.48070109757648,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,27.0,72.83017083510143
84,29,541,1185.826247689464,217.73197781885398,34.2192130020843,20.80871688106837,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,28.0,78.43250772468568
85,30,829,1188.1966224366706,1192.357056694813,42.91835489454567,26.00376859289966,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,29.0,170.87527213161349
86,31,707,1238.6888260254598,446.0693069306931,40.07746753539839,23.084388704396577,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,30.0,147.93763835009253
87,32,683,1252.7467057101026,677.0819912152269,41.359777589096005,22.65846446581227,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,31.0,64.89092394764516
88,33,1207,1285.545981772991,923.1416735708368,47.021453832273586,37.12561677272425,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,32.0,70.78795401538547
89,34,708,1350.8658192090395,1825.5098870056497,42.77745996190012,23.380719417278048,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,33.0,90.62461613888675
90,35,696,1374.7514367816093,593.3275862068965,35.17054723280626,26.52486464266158,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,34.0,68.07574887807299
91,36,817,1388.3953488372092,1982.4895960832314,38.81104002899176,29.52423467113917,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,35.0,87.71331365799274
92,37,988,1404.7135627530365,772.9878542510121,39.11052632927902,32.71987302442614,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,36.0,227.97635750307666
93,38,563,1406.9769094138544,167.94849023090586,33.90719061027972,21.9032087584217,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,37.0,73.64928433950122
94,39,1298,1424.7303543913713,625.5315870570108,51.80040289665424,35.43462876537423,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,38.0,88.36301037398995
95,40,727,1426.0137551581843,1214.4883081155433,38.284480996478656,25.438634238338672,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,39.0,109.85495917370893
96,41,399,1429.3709273182958,12.077694235588972,29.322531042535815,18.63100253310071,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,40.0,89.53884854380375
97,42,868,1462.6370967741937,454.1324884792627,41.07627421967179,28.4935364420138,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,41.0,96.7106763023136
98,43,778,1467.0192802056556,344.10668380462727,42.72073925604146,24.524364910287048,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,42.0,152.52319691229974
99,44,780,1487.9871794871794,2021.1512820512821,60.01857638886949,23.183252936582274,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,43.0,180.42073360101872
100,45,448,1480.419642857143,105.57589285714286,27.948298293499597,21.099695508674802,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,44.0,42.560967710957584
101,46,1126,1490.6367673179395,1320.5710479573713,45.21764450052415,33.70903385224111,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,45.0,180.11068773756756
102,47,499,1502.0841683366734,671.4569138276553,30.167193055059187,22.108355331691083,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,46.0,159.98952418056945
103,48,475,1508.08,159.2842105263158,28.77081751937708,21.757297307719796,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,47.0,38.511217324745715
104,49,528,1512.2272727272727,1182.2064393939395,29.13793617604335,24.28591540130297,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,48.0,156.29941409318704
105,50,425,1726.195294117647,778.4823529411765,26.591104489890146,21.243165024958984,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,49.0,183.5119650873571
106,51,1372,1766.8607871720117,1468.8680758017492,52.12981408390954,35.769981883229136,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,50.0,141.30467371824975
107,52,501,1767.4151696606787,1384.936127744511,30.022580817700216,22.31325599479986,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,51.0,211.62119417149373
108,53,682,1785.3548387096773,1424.0645161290322,37.105299368381736,26.16485169646215,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,52.0,168.58893376504088
109,54,924,1818.7467532467533,790.172077922078,37.92073273987141,34.56317912023915,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,53.0,128.17278957364312
110,55,2010,1825.8995024875621,630.2,71.17095781339138,40.495471569986805,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,54.0,49.82734063857644
111,56,743,1908.985195154778,477.2449528936743,38.97320088732544,25.746190343433256,1,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,55.0,147.62671724653097
112,1,770,130.74415584415584,754.5844155844156,34.94193508665159,28.53147930581469,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,0.0,205.3358995506437
113,2,1096,206.94799270072994,189.2417883211679,49.211969687115065,29.732243400046496,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,1.0,133.1331231346675
114,3,352,207.7130681818182,1659.7130681818182,27.040667174812953,17.742720383081984,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,2.0,212.04961013664203
115,4,1635,274.6373088685015,213.32844036697247,56.62153019588615,39.193541698635265,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,3.0,73.10108905986978
116,5,1020,276.75588235294117,970.743137254902,41.560670073469474,34.510407406811176,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,4.0,85.80135968646556
117,6,888,343.088963963964,1499.7015765765766,46.06435828545067,26.870073226595377,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,5.0,79.4918464661075
118,7,1715,408.08746355685133,510.01457725947523,55.409850232905555,42.02755537278971,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,6.0,95.56741987552859
119,8,564,408.4822695035461,947.6897163120567,32.60656222663964,22.87192187789464,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,7.0,151.8715521081762
120,9,871,465.3363949483352,38.69001148105626,39.402785085587354,30.196051123964324,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,8.0,168.4012395445564
121,10,144,545.4861111111111,1904.0208333333333,18.084098071392702,11.073483315864065,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,9.0,225.7329459968361
122,11,725,581.2675862068966,398.02206896551724,38.7819630796946,25.655927164353535,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,10.0,51.37857913286216
123,12,760,598.7105263157895,223.90657894736842,37.557155743190805,28.04133617494305,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,11.0,164.35413371805083
124,13,947,662.9683210137275,1880.1235480464625,42.88643542129893,31.78151430826691,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,12.0,110.51614008915816
125,14,658,666.5182370820669,224.07294832826747,33.9691350824059,26.56530827308506,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,13.0,193.23864675806976
126,15,489,684.0102249488752,1032.4989775051124,30.884578020552734,20.997566458710274,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,14.0,411.25011125763297
127,16,1333,700.7051762940736,277.69317329332335,49.565831360940194,36.50916994684343,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,15.0,154.05919828924195
128,17,835,774.2323353293414,1558.9497005988023,42.877367435499345,26.51484087976332,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,16.0,218.47519951238556
129,18,683,804.5622254758418,655.316251830161,38.40945418728546,24.390919078674514,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,17.0,173.3006430028079
130,19,1210,855.290909090909,494.6884297520661,45.724844466087106,35.33028238375915,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,18.0,137.54806554537717
131,20,792,864.5770202020202,345.2436868686869,32.971783132850646,31.524213972374117,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,19.0,90.13140767620824
132,21,815,916.3938650306749,854.7116564417178,42.24831778187012,26.367642555903167,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,20.0,130.09517390123074
133,22,1554,929.9169884169884,779.489703989704,52.18185022375688,39.033964787622864,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,21.0,58.49463602365761
134,23,696,934.3103448275862,724.5905172413793,32.950562268351725,27.41741720974355,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,22.0,35.33618110411008
135,24,708,954.3771186440678,180.92937853107344,35.08156089789774,26.313021849143027,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,23.0,208.39226110023725
136,25,960,1004.271875,1698.340625,53.76341291236641,26.42643315913807,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,24.0,97.19984244305691
137,26,1473,1019.8295994568907,1013.3835709436524,52.754042080743105,39.37951761268091,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,25.0,282.60095664753084
138,27,755,1082.8225165562915,1234.882119205298,34.507024235339884,29.634034899783337,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,26.0,167.62246740485222
139,28,679,1145.7717231222387,753.3888070692194,35.57351689061513,25.307241848321812,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,27.0,73.31877025320777
140,29,576,1185.3506944444443,217.22048611111111,35.481296931450956,21.280501270953973,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,28.0,78.74633538186474
141,30,848,1188.0955188679245,1192.0566037735848,43.55842050962946,26.33805559147473,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,29.0,170.90195835935137
142,31,768,1239.4752604166667,445.1770833333333,43.81329138073235,23.600154721050682,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,30.0,147.00386756586846
143,32,747,1253.1606425702812,677.4042838018742,43.661494062639925,23.458884745009605,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,31.0,65.42499718021868
144,33,1307,1284.645753634277,922.8087222647284,48.26733898331895,38.18288114924034,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,32.0,71.30545844480369
145,34,740,1350.2324324324325,1825.15,43.14200462351493,24.242185962384124,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,33.0,90.36424671603241
146,35,729,1374.7023319615912,593.1289437585734,36.08759839202055,27.138043362031237,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,34.0,68.17445164662125
147,36,870,1388.5977011494253,1982.0425287356322,39.32776452076341,30.084715356112877,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,35.0,88.37016629383146
148,37,1030,1404.3203883495146,772.6466019417476,40.46753176683781,32.96642007450038,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,36.0,227.79704505876256
149,38,591,1406.7495769881557,167.7191201353638,35.14165079116763,22.262471733182398,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,37.0,73.64252155943895
150,39,1367,1424.6408193123627,625.0921726408193,52.8707204276098,35.7362470732084,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,38.0,88.30725147877166
151,40,792,1425.8573232323233,1213.9747474747476,41.513221490332306,25.245729043223413,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,39.0,109.81037203143563
152,41,406,1429.155172413793,11.997536945812808,29.947881465950847,18.51853361695035,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,40.0,89.52709420470588
153,42,903,1462.543743078627,453.8859357696567,42.03008408024849,28.91093784988194,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,41.0,96.61621356241339
154,43,801,1466.8227215980025,343.8227215980025,43.676299104477884,24.94417099745092,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,42.0,154.706411958678
155,44,908,1487.2896475770924,2021.920704845815,56.626916023939195,23.13268797046409,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,43.0,180.22589334410767
156,45,1272,1489.6792452830189,1320.7028301886792,49.919225580677775,35.05870006991997,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,45.0,179.45500666087779
157,46,458,1480.2772925764193,105.12445414847161,29.32333836245118,20.526050983740536,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,44.0,42.38203623413057
158,47,550,1501.8072727272727,671.5781818181819,31.668242277771775,23.24747034232628,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,46.0,160.32748464643925
159,48,506,1507.9545454545455,159.54743083003953,31.133340427276664,21.56976487359153,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,47.0,91.10384347217261
160,49,544,1512.03125,1181.7794117647059,29.71594226041567,24.71051962896425,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,48.0,156.1704102443562
161,50,438,1725.8310502283105,778.1027397260274,26.776658402794826,21.85572337824543,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,49.0,183.40623334071194
162,51,1420,1766.475352112676,1468.606338028169,52.93388315558011,36.423786769053514,2,4,SA1,JE2GFP_gltTRFP_PAO1_TSB,-1,50.0,141.26141427406944
