,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,frame,pos,strain,condition,colony_id,min_dist_PA_centroid,min_dist_PA_edge2edge
61,62,627,1705.8357256778309,1003.6012759170654,34.95204012413838,23.892999660235496,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,61,56.243245697348506,34.0
62,63,380,1734.2236842105262,1742.671052631579,25.79300813364466,19.405355519301448,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,62,87.45794304171552,72.62231062146122
63,64,561,1796.0142602495544,1422.9251336898396,33.14836566398215,22.564035575440887,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,63,104.71765040212023,81.59656855530139
64,65,703,1846.0881934566146,867.8762446657183,33.25141723194179,28.428331961886258,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,64,154.59967987748402,125.0
65,66,540,1869.987037037037,828.9759259259259,31.198155604293298,22.716207611792186,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,65,191.71370504465975,161.90120444270946
66,67,710,1942.8042253521128,1336.2154929577464,39.913206090179145,24.010139171085772,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,66,208.32859244252592,187.9680823969857
67,68,530,1985.1132075471698,293.3,32.722225044095616,21.299738437644816,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,67,77.20794323751684,60.728905802755904
68,69,288,1986.84375,1774.8819444444443,22.778909878711204,16.773222088904863,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,68,161.01076986123604,142.50614021858848
69,70,621,2012.4444444444443,764.9951690821256,32.38687807330901,24.877932954078712,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,69,279.3581142091267,257.9922479455536
70,71,230,2010.9,1935.017391304348,33.80259391430206,9.551816405776798,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,70,39.12597295217686,20.8806130178211
71,72,609,2029.512315270936,135.60919540229884,38.55246144635627,20.660455296932437,0,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,71,157.15714411199667,140.80127840328723
72,1,742,80.28571428571429,1267.1603773584907,32.94793225208169,29.59136222049685,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,0,180.5298795096356,150.1532550429727
73,2,645,89.83255813953488,1375.9271317829457,39.429246913758085,22.012280159913836,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,1,224.64709782922947,197.31446981911895
74,3,709,102.65726375176304,1552.1974612129761,34.009620434717796,27.08262555505353,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,2,153.7588117068845,134.45073447177595
75,4,169,171.6094674556213,1581.3905325443786,19.193466468557475,11.352717282272177,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,3,88.6969010800001,74.73285756613352
76,5,1223,223.90433360588716,1097.4186426819297,58.61046617401361,27.844768895287654,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,4,130.89167433964732,97.74456506629922
77,6,311,232.77813504823152,1697.6784565916398,23.388432780884155,17.331805288592655,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,5,144.3145884402107,123.0447073221762
78,7,244,270.6024590163934,2004.7704918032787,20.57742282080285,15.631564397121691,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,6,354.1384373501846,338.09022464425084
79,8,378,295.7645502645503,1356.0079365079366,25.36105872439761,19.584915597483747,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,7,137.5821035915477,119.10079764636339
80,9,421,312.8859857482185,736.688836104513,27.046355178351853,20.33545832342276,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,8,319.58881201982535,287.8975512226528
81,10,500,329.124,1786.022,31.707625130596714,24.390915287818775,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,9,241.90930087155726,217.69703718700444
82,11,798,386.05889724310777,1642.4323308270677,35.1021951060641,29.728898084641457,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,10,156.22458837406984,132.07573584879245
83,12,218,402.23394495412845,849.5963302752293,19.887090930310336,14.99824483138005,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,11,176.62504276741666,148.49242404917499
84,13,620,426.84032258064514,1181.941935483871,36.016912764399315,23.006256605466525,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,12,176.34934339492247,151.24152868838638
85,14,546,486.22161172161174,728.4047619047619,29.732881670962346,23.78888987800721,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,13,212.4591670862335,183.60010893242955
86,15,721,504.17891816920945,1672.7822468793343,36.38034568379092,25.892633056984184,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,15,168.70138901492393,152.64337522473747
87,16,587,499.28790459965927,672.4207836456559,32.15791069337723,24.221421199110697,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,14,159.12509560833593,130.11533345459327
88,17,840,545.3976190476191,1433.672619047619,36.100527959956565,30.399135084607476,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,16,83.89050054146396,58.309518948453004
89,18,768,606.2330729166666,774.1783854166666,35.88481348339489,27.464859702296337,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,17,147.14364056455642,120.91732712891069
90,19,1160,653.4215517241379,1861.8043103448276,45.72446196774475,33.14248737731895,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,18,54.90709816366,23.345235059857504
91,20,850,687.5447058823529,257.38941176470587,35.38554665969131,30.950779113508887,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,20,121.49206707437878,96.04165762834376
92,21,1107,713.5943992773261,1191.0207768744353,50.206177580374145,29.716936227152665,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,21,117.87749976856968,90.44335243676011
93,22,488,741.5983606557377,733.7581967213115,28.18862326225005,22.608204095044254,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,22,134.85867214711672,113.53413583587978
94,23,637,756.2401883830455,450.4175824175824,37.67916173854013,23.02608032612094,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,23,95.3357971399869,76.02631123499285
95,24,878,778.632118451025,808.4168564920274,36.959445893546054,31.72326801309467,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,24,82.53051799349012,48.83646178829912
96,25,515,803.8058252427185,625.0233009708738,32.73687586655127,21.213559513661238,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,25,88.76041432109594,69.1158447825099
97,26,226,818.8805309734513,2018.6725663716813,20.494120951625625,14.330899133701434,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,251.78542440095976,
98,27,857,832.9591598599767,507.9894982497083,47.813093212990346,23.50309381274288,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,27,45.74565329485093,13.601470508735444
99,28,1083,863.7109879963066,1215.7950138504154,49.02055018808719,32.329101579190144,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,28,97.94814426689113,59.53990258641679
100,29,1990,903.5954773869347,572.0015075376884,65.62892577777221,46.516595827481034,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,29,112.16643405969967,83.95236744726142
101,30,1855,922.6522911051213,1154.3412398921832,78.02275152760195,35.700149639255386,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,30,110.23119965316619,69.29646455628166
102,31,471,922.7728237791932,74.20594479830149,27.411274644107685,22.28784958020281,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,31,52.35029413568082,28.0
103,32,602,941.6362126245847,209.85215946843854,32.42384026641094,23.79302023310243,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,32,137.05769355379988,118.06777714516353
104,33,853,1002.21101992966,1960.1043376318873,42.37391115858879,26.343055257364757,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,33,195.45520159526478,165.0
105,34,775,1007.4890322580645,654.4219354838709,43.14898109034078,23.51337713580408,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,34,112.79418876283377,89.09545442950498
106,35,408,1047.5857843137255,1625.5735294117646,36.392692351271826,15.06310415632761,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,35,100.77364115712126,81.21576201698781
107,36,797,1063.2220828105396,289.138017565872,40.141235440315384,25.665620316179282,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,36,229.7955417881477,209.35137926462295
108,37,476,1058.0168067226891,853.8319327731092,29.225353373135043,21.185306541555175,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,37,174.41008511376333,148.27339613025663
109,38,1088,1073.9181985294117,1881.0753676470588,51.74264763337129,28.361384217674953,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,38,128.52939157356437,104.0
110,39,575,1110.0365217391304,393.8591304347826,36.02863374878581,20.667607635968412,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,39,279.48105247568014,248.2438317461282
111,40,418,1138.6076555023924,934.4904306220096,34.29616688141924,16.241226071901213,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,40,199.4256843275317,174.4849563716024
112,41,821,1161.504263093788,792.8112058465287,41.57412484361564,26.325071333575472,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,41,141.46761454027293,105.51303237041384
113,42,559,1193.2021466905187,453.778175313059,32.814035558060816,22.441538399042532,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,42,203.9481999181229,170.0
114,43,805,1198.1614906832299,498.2658385093168,36.23307254582478,29.653762944602654,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,43,159.30235680310852,120.00416659433121
115,44,971,1246.5633367662203,1687.0803295571575,59.344160174940924,21.693355623149806,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,44,72.72630284926156,55.326304774492215
116,45,808,1270.2512376237623,1307.2450495049504,34.05592303771522,31.1652514404134,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,45,56.56631611785826,29.0
117,46,695,1277.3654676258993,520.0359712230215,35.06260874818846,25.901548832340147,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,46,156.39254781865827,124.86793023030373
118,47,724,1288.4088397790056,1143.736187845304,36.25426431478989,26.218072607144787,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,47,135.9883246852772,115.00434774390054
119,48,794,1317.984886649874,26.502518891687657,42.54817664083579,25.059657617288064,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,48,148.50778951607907,124.04031602668546
120,49,985,1333.084263959391,588.5055837563452,53.869841775534816,24.16737640284904,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,49,147.4374938688862,122.18837915284743
121,50,615,1332.590243902439,962.0910569105691,32.33317255236864,24.826825818365215,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,50,43.60111194184154,24.331050121192877
122,51,527,1353.8102466793168,2030.7590132827324,29.981378250889826,24.31073925149042,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,51,248.61696957499137,222.9910312097776
123,52,570,1364.122807017544,493.1298245614035,38.35252833942281,21.162295946506873,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,52,196.66480031547857,169.0
124,53,954,1484.4559748427673,1011.170859538784,40.792906405962526,31.127559566090866,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,53,173.6728416778122,144.40221604947757
125,54,872,1509.302752293578,2027.0561926605506,36.253581364994794,32.128115709163495,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,54,93.11683712651556,62.16912416947821
126,55,418,1510.6555023923445,1100.6507177033493,27.587447757400057,19.734616904906115,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,55,246.86760377953536,226.36695871968595
127,56,1413,1559.596602972399,458.8619957537155,63.957244068970965,29.481061027572782,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,56,100.22884492444794,64.03124237432849
128,57,480,1588.7333333333333,871.58125,29.9717737644919,20.937590787043057,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,57,85.92383129721877,67.08203932499369
129,58,1372,1631.57944606414,1133.5816326530612,61.99661584589357,33.23091402948929,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,58,151.01601084911658,122.11470017978998
130,59,1659,1633.4195298372513,588.040385774563,56.66086197790107,40.67097599573533,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,59,195.1503824867508,156.97452022541748
131,60,721,1701.0277392510402,1253.1511789181693,34.08408229827678,28.070744370435612,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,60,195.2643849951001,167.19150696132863
132,61,680,1706.2764705882353,1004.4088235294117,33.481247673843086,26.284474456518478,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,61,56.116160753088536,33.54101966249684
133,62,403,1734.2183622828784,1743.27047146402,26.721814873738285,19.92844030802148,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,62,223.07865805624076,204.0245083317198
134,63,607,1796.5634266886327,1423.3822075782537,34.78477652018535,23.253063193045094,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,63,105.51423731187107,81.34494452638098
135,64,740,1846.368918918919,868.3878378378379,34.282630118385434,29.12281895820652,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,64,154.79779047533685,124.42266674525185
136,65,586,1870.617747440273,829.6552901023891,34.30683835228949,22.716904367436705,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,65,192.16434207636414,161.47445618425226
137,66,758,1943.1002638522427,1336.835092348285,41.05112991754076,24.826847623190496,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,66,208.23952321005422,187.5446613476374
138,67,562,1985.332740213523,293.48576512455514,33.69162718056789,21.965921202056286,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,67,77.29122897639306,60.40695324215582
139,68,323,1987.421052631579,1775.2786377708978,22.264664106949574,19.00093851240124,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,68,161.27905533418516,141.7956275771577
140,69,643,2012.5629860031104,765.2223950233282,32.3374517031723,25.76452502232254,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,69,279.52257653883385,258.63101128828305
141,70,259,2011.142857142857,1935.953667953668,34.803822478691856,10.371155333470831,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,70,38.963703915322476,20.8806130178211
142,71,530,2028.1471698113207,136.63396226415094,37.57892594853202,18.32634164346101,1,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,71,155.48912566973837,139.43098651304163
143,1,781,80.13316261203585,1266.5877080665814,34.25591486161292,30.004182664564848,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,0,180.6659367702303,149.8966310495336
144,2,690,89.63188405797102,1375.3347826086956,40.31251330251135,22.937738584373783,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,1,224.8352045338529,197.29419656948858
145,3,743,102.58546433378197,1551.8102288021535,34.916767591474425,27.577611385521454,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,2,153.40821243437372,134.01492454200763
146,4,186,171.50537634408602,1580.6720430107528,20.051869400321856,11.990457495675631,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,3,88.43804870088418,73.97972695272672
147,5,1294,223.61360123647606,1097.289026275116,60.77160712962935,28.525019563851036,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,4,130.3998953908298,96.30160954002794
148,6,345,232.37391304347827,1697.1420289855073,24.523881578652677,18.334945481374707,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,5,144.61672394394247,122.18837915284743
149,7,290,270.36551724137934,2003.8724137931035,22.074608429876054,17.12821164424908,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,6,319.5456447519558,303.2655601943617
150,8,402,295.52487562189054,1355.4900497512438,26.350384529524483,20.128294459395953,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,7,137.69838866258155,118.84864324004712
151,9,438,312.60730593607303,735.8219178082192,27.40255601646393,20.872893543112678,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,8,319.54206860403315,287.17242207426534
152,10,562,329.0035587188612,1785.5996441281138,33.12102583052775,26.206247493457152,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,9,242.3999802103666,216.76023620581336
153,11,837,385.7658303464755,1641.8327359617683,36.19242615050048,30.222741615403635,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,10,156.46138801633498,131.88252348207476
154,12,227,401.8546255506608,848.7709251101321,20.163671957953145,15.260502935176026,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,11,176.61194237240474,147.78700890132393
155,13,645,426.50542635658917,1181.4496124031007,37.162773332164946,23.413182335139254,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,12,176.01665327946853,150.28306624500314
156,14,567,486.10758377425043,727.694885361552,30.342154435703737,24.178786179019536,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,13,213.51027455616895,183.40392580312997
157,15,777,503.5701415701416,1672.2175032175032,37.7345632871289,27.001752452858067,2,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,15,168.95512284896847,152.0855022676389
