,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,frame,pos,strain,condition,colony_id,min_dist_PA_centroid
5379,42,96,1212.84375,1140.1354166666667,15.86424595001346,8.08135751754434,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,41,
5380,43,164,1232.9207317073171,1263.689024390244,22.53688734088897,9.591759792677555,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,42,
5381,44,327,1281.559633027523,1621.097859327217,37.4542346440297,11.385549479685269,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,43,
5382,45,82,1281.8292682926829,958.2073170731708,13.787943776465506,7.635411388484479,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,44,
5383,46,126,1337.642857142857,916.1031746031746,18.1329365930476,9.246264689812724,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,45,
5384,47,1010,1365.878217821782,1345.941584158416,59.410695307118345,26.14434728815333,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,46,
5385,48,40,1434.5,268.925,9.314968252826135,5.435197001842822,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,47,
5386,49,829,1451.5693606755126,734.0579010856453,57.6118996793597,23.74289643898098,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,48,
5387,50,355,1463.7098591549295,64.69014084507042,29.56823115248258,15.939232454251895,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,49,
5388,51,728,1512.5837912087911,370.5782967032967,47.46624407839126,21.60632230926431,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5389,52,273,1500.805860805861,824.6739926739926,32.45021144514275,10.944031222731311,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,50,
5390,53,357,1505.8403361344538,1397.2773109243697,38.00684741294718,12.312609430605349,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,52,
5391,54,27,1564.4074074074074,1444.6296296296296,8.218638618610973,4.133398193789031,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,53,
5392,55,543,1605.9558011049724,2020.1896869244936,42.28872040712845,17.202297812630416,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,54,
5393,56,28,1670.607142857143,1733.928571428571,8.906063957664879,3.980614285271187,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5394,57,709,1687.046544428773,313.71227080394925,38.983347984790136,25.307585108486204,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,55,
5395,58,186,1677.3333333333333,880.6612903225806,24.082135731480044,9.924811788270148,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,56,
5396,59,528,1698.2992424242425,1447.5170454545455,42.827033184263534,16.90567309550657,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,57,
5397,60,573,1701.9075043630016,915.9389179755672,32.68103889572263,22.785689990977367,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,58,
5398,61,119,1721.9411764705883,1944.8319327731087,28.470425862721264,5.9876466276255975,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5399,62,378,1753.468253968254,1038.436507936508,44.672577120795474,11.440428451208708,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,61,
5400,63,416,1768.0552884615386,1963.0697115384612,37.164352532107216,15.617778519970171,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,62,
5401,64,178,1773.2696629213483,2028.426966292135,19.473504174776973,11.649617084595029,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,63,
5402,65,202,1790.5346534653463,1669.6782178217825,27.21372852149699,9.562428359429685,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5403,66,81,1785.41975308642,155.55555555555554,13.728027209860883,7.564126759175206,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,64,
5404,67,331,1806.04833836858,491.5438066465257,40.84305490122875,10.929893733103464,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,67,
5405,68,222,1806.581081081081,393.97297297297297,29.51552210710062,9.996213699300084,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,66,
5406,69,375,1819.648,361.912,31.344623125118908,15.702066736927584,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,68,
5407,70,445,1844.8426966292132,448.9123595505618,38.36382613893388,15.680634887119805,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,69,
5408,71,636,1851.191823899371,1523.1462264150944,37.9520669469482,24.15969555611936,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5409,72,55,1866.4,1812.1272727272728,9.8334491702536,7.0924104280915365,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5410,73,23,1886.2608695652173,1371.3478260869565,7.590844867692737,3.805907816545795,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5411,74,105,1893.4285714285716,1819.6857142857143,20.090005053170724,6.891412112851252,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5412,75,167,1914.6167664670656,313.2934131736527,22.340819670385567,9.583478673531982,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5413,76,99,1919.6262626262624,1770.8080808080808,22.630455924538552,6.039255456575831,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5414,77,363,1967.9421487603304,1936.1487603305784,29.49109084077922,18.302483062392064,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,75,
5415,78,476,1974.735294117647,1039.640756302521,31.799386565215254,22.843999307922516,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,76,
5416,79,125,1971.64,661.136,16.749043524445245,9.558870488516874,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,77,
5417,80,41,1992.0975609756097,1097.1463414634147,9.331532512554729,5.642888588963573,17,0,PA,JE2RFP_gltTGFP_PAO1_TSB,78,
5418,1,496,35.542338709677416,469.78225806451616,36.88261414726526,18.349167812409537,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,0,
5419,2,125,102.96,1657.616,25.842505051409336,6.247242325048948,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,1,
5420,3,126,108.8095238095238,1762.1190476190477,31.702589541399643,7.773305244194709,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5421,4,34,133.7058823529412,1806.2058823529408,9.714668391423848,4.449520021900477,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5422,5,95,179.96842105263158,479.2526315789474,20.04044821338931,6.06249475122883,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,3,
5423,6,110,190.03636363636363,872.0727272727273,17.125587202600205,8.293991561605745,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5424,7,126,206.32539682539684,1920.65873015873,13.851871574088076,11.607187983188782,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5425,8,454,257.8920704845815,1223.6629955947135,33.86824829946752,21.82943261327748,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,6,
5426,9,442,258.97511312217193,1555.8257918552035,42.90926513025102,13.797531620599628,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,7,
5427,10,68,415.3970588235294,923.720588235294,15.08290762659335,5.721387177081652,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,9,
5428,11,128,435.1796875,1504.7421875,14.156316711661017,11.5766410946417,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,10,
5429,12,1143,533.0279965004374,970.1242344706912,49.03290812889208,30.225877508268614,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,11,
5430,13,199,567.7437185929648,1514.964824120603,26.92796836187889,9.607616883487545,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5431,14,297,593.5252525252525,1969.838383838384,34.3313869714468,11.487885796825694,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,13,
5432,15,882,601.0147392290249,549.4954648526077,49.46692053589039,25.59468684918501,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,14,
5433,16,103,604.3300970873786,1888.8349514563104,16.280713123273284,8.254558693985942,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,15,
5434,17,314,634.1273885350319,366.108280254777,38.79495953425152,10.419576275664406,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,16,
5435,18,197,655.0964467005076,462.8680203045685,24.98050911926993,10.205673495717456,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,17,
5436,19,689,719.0290275761973,866.8693759071117,58.35085823381072,16.240205357592085,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,19,
5437,20,939,797.5356762513312,1589.367412140575,47.24581214013997,27.51458458028672,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,20,
5438,21,136,789.625,1432.279411764706,19.225829423260773,9.096741228635665,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5439,22,85,793.4117647058823,542.4117647058823,13.223569915392892,8.234422311458326,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,22,
5440,23,858,820.8997668997669,1131.6083916083917,40.1638181639259,28.85461685627783,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,23,
5441,24,186,820.505376344086,1319.268817204301,24.367822417588854,9.85152602972708,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5442,25,119,888.0840336134454,1427.6974789915969,25.668200135547284,6.393523006278549,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,25,
5443,26,61,911.2950819672132,678.672131147541,15.44739004739534,6.02476439209723,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,26,
5444,27,333,928.897897897898,1636.5825825825823,40.67225038063894,10.886926400617096,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,27,
5445,28,183,923.4098360655738,1878.295081967213,21.502498792984216,10.91292705071428,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5446,29,464,932.4245689655172,732.5818965517242,38.82268238561687,15.729862313893609,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,29,
5447,30,22,927.0,2034.090909090909,8.095237064867966,3.380209246413348,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5448,31,233,982.7038626609442,78.13304721030043,31.395926916831343,10.801761912801709,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5449,32,637,984.8006279434852,1247.2307692307693,46.32487139051902,18.38665963636176,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5450,33,67,983.0149253731344,1514.134328358209,18.00287891445286,5.299216238136545,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5451,34,58,988.5689655172414,1541.5344827586207,14.688742428812915,5.052230334560317,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5452,35,733,1019.5593451568895,1766.4529331514325,41.60730980895823,24.713871549309488,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,34,
5453,36,57,1006.6315789473684,1564.6140350877192,14.538256353529714,5.185640941519989,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5454,37,89,1027.6629213483145,1551.943820224719,21.81170921810481,5.596848243109546,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5455,38,584,1051.0736301369864,1726.3698630136987,38.05198811060926,20.3837363476796,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,35,
5456,39,713,1062.5960729312762,1427.9803646563814,49.86350726358621,19.115099605442023,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,36,
5457,40,34,1055.3823529411766,1560.9117647058824,12.29125237515923,3.740435669113864,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5458,41,759,1197.9552042160738,1788.4927536231885,37.43738944019724,27.24940618194219,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,39,
5459,42,879,1203.3287827076224,649.6951080773606,53.60117961673144,22.181415036951805,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,40,
5460,43,61,1213.4098360655737,1141.5245901639344,15.623828003172443,5.354837433053703,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,41,
5461,44,160,1232.41875,1264.23125,21.96087464722752,9.62594071915881,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,42,
5462,45,325,1281.3784615384616,1621.8738461538462,37.30641036239417,11.296255087804276,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,43,
5463,46,66,1281.7424242424242,959.1060606060606,12.694786877841032,6.6442708179958325,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,44,
5464,47,104,1337.4134615384614,916.9615384615385,15.97131940051244,8.440083171633622,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,45,
5465,48,1043,1365.294343240652,1346.653883029722,60.43459407468049,26.703518078061645,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,46,
5466,49,39,1434.076923076923,269.7692307692308,8.389204571278496,5.875428064853117,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,47,
5467,50,852,1451.1971830985915,734.9260563380282,59.33165002288236,22.79946659862004,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,48,
5468,51,365,1463.3479452054794,65.65479452054795,29.930923532868213,16.221081674935,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,49,
5469,52,730,1512.3342465753424,370.7424657534247,48.477421359118026,21.664703943064048,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5470,53,279,1500.3225806451612,825.426523297491,32.54288031033446,11.125141226837693,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,50,
5471,54,372,1505.3682795698924,1397.9139784946235,40.345156617759606,12.214977334578355,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5472,55,586,1605.216723549488,2021.150170648464,42.872678674069,18.287855849165684,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,54,
5473,56,28,1670.357142857143,1734.75,8.658043508118134,4.174450588230059,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5474,57,731,1686.7400820793434,314.54445964432284,39.061641516152015,26.14466428458364,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,55,
5475,58,173,1676.6589595375722,881.6127167630058,23.45616558341449,9.486139996811596,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,56,
5476,59,540,1697.85,1448.5703703703705,42.30321819303259,17.300352666693332,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,57,
5477,60,579,1701.518134715026,916.6165803108807,32.034490675587826,23.464089763298723,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,58,
5478,61,124,1720.8064516129032,1946.7016129032256,30.59618063878132,5.773531664769819,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5479,62,382,1753.2565445026178,1039.0471204188482,46.50725163366229,11.25839139210581,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,61,
5480,63,414,1768.5917874396134,1963.5,40.6013743961207,14.381025278330256,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,62,
5481,64,180,1772.8111111111111,2029.3944444444444,19.952373271715143,11.523806205769098,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,63,
5482,65,244,1789.520491803279,1670.6065573770493,29.98135051697442,10.648438728474558,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5483,66,84,1785.5,156.20238095238096,13.721215344476578,7.8331752794144,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,64,
5484,67,331,1805.803625377644,492.2326283987915,39.63013884930072,11.336359115871025,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,67,
5485,68,228,1806.092105263158,394.87280701754383,29.81991209443803,10.20797830791668,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,66,
5486,69,369,1819.070460704607,362.9132791327913,30.25093971389526,15.965345753376129,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,68,
5487,70,460,1844.7108695652173,449.82608695652175,38.335736104103,16.60048040970334,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,69,
5488,71,659,1850.729893778452,1524.0333839150228,38.11468000538522,24.86792688841125,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5489,72,98,1891.857142857143,1821.1122448979595,21.285612838903912,6.083322914667386,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5490,73,165,1914.2060606060609,314.3090909090909,22.07698667255305,9.55741300719635,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5491,74,50,1913.28,1759.68,12.092963072978012,5.365393193009271,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5492,75,347,1969.1181556195968,1938.3170028818445,31.32809014193157,16.566491766412522,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,75,
5493,76,486,1974.578189300412,1040.547325102881,30.75279848921163,23.74088616197361,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,76,
5494,77,121,1971.1157024793388,662.3471074380166,16.590126273646035,9.330355410946057,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,77,
5495,78,28,1991.4642857142856,1097.2857142857142,7.524682201495866,4.875132087290778,18,0,PA,JE2RFP_gltTGFP_PAO1_TSB,78,
5496,1,528,35.84659090909091,470.842803030303,36.88363667361288,19.201672058037538,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,0,
5497,2,133,103.57894736842104,1658.4812030075188,27.12546323186005,6.4829530512392965,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,1,
5498,3,133,108.84962406015038,1762.2631578947369,33.963027839905585,8.22553592695417,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5499,4,38,134.02631578947367,1807.421052631579,9.380560031532946,5.160536045409433,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5500,5,92,180.55434782608697,480.3478260869565,19.641761519269405,5.974653004336483,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,3,
5501,6,115,190.31304347826088,872.7565217391304,16.710814826445553,8.83309266674532,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5502,7,137,206.992700729927,1921.5766423357663,14.653585914131169,11.984579148643345,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5503,8,468,258.53205128205127,1224.2115384615386,34.50884269555748,23.028718871043186,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,6,
5504,9,469,259.4456289978678,1556.8997867803837,45.71489861797414,13.821114921544028,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,7,
5505,10,75,415.8133333333333,924.5466666666666,15.679252517910726,6.120622375001413,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,9,
5506,11,128,435.6484375,1505.46875,13.846110497357392,11.881374500977126,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,10,
5507,12,1189,533.9436501261564,971.3204373423044,49.71782713873067,31.093092406233342,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,11,
5508,13,196,568.2704081632653,1515.75,26.83383398339236,9.547941121394183,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5509,14,307,594.2801302931596,1970.912052117264,34.70828737790005,11.787522654339114,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,13,
5510,15,896,601.3805803571429,549.9709821428571,49.56974849956421,25.748616301437945,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,14,
5511,16,127,604.7874015748032,1889.7716535433071,18.30934110360051,9.260764889547772,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,15,
5512,17,325,634.5815384615385,367.0430769230769,40.35103557076194,10.486152800548622,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,16,
5513,18,192,655.5729166666666,463.5885416666667,24.220766653332426,10.221413433861818,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,17,
5514,19,721,719.1553398058253,867.6740638002774,60.28799001942564,16.755375314738558,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,19,
5515,20,990,797.5212121212121,1590.461616161616,47.7618624171224,28.380139392474653,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,20,
5516,21,131,790.1221374045801,1433.2519083969466,18.08546805510075,9.31702083388638,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5517,22,88,793.6704545454545,543.2954545454545,13.848358833023848,8.123899988320888,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,22,
5518,23,891,821.368125701459,1132.4096520763187,40.61821397155434,30.079074357095937,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,23,
5519,24,181,821.0110497237569,1320.1436464088397,24.49172469569815,9.618128825731894,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5520,25,120,889.0916666666667,1428.4083333333333,26.32361323720004,6.175097617264944,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,25,
5521,26,82,913.6463414634146,680.6463414634146,18.32323161195982,7.349346999527337,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,26,
5522,27,336,929.375,1637.297619047619,40.655885509118455,10.893568522181154,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,27,
5523,28,176,923.9545454545456,1879.1420454545453,21.01178722752273,10.789885835739298,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5524,29,479,932.6576200417536,732.7473903966597,40.8579573375549,15.3668454032103,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,29,
5525,30,34,926.8823529411764,2035.9117647058824,12.04271803986994,4.450100227992706,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5526,31,233,983.3905579399142,79.03862660944206,31.94813176333465,10.410999817938276,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5527,32,668,985.0329341317364,1248.2080838323354,46.179293530912815,19.55942472585341,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5528,33,34,985.029411764706,1513.0,16.099529835744516,2.925064806098377,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5529,34,59,988.8644067796612,1542.728813559322,17.72494695109527,4.4206169871040535,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5530,35,758,1019.9472295514512,1767.2295514511873,42.49366841465097,25.419062127308184,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,34,
5531,36,80,1033.8125,1556.925,15.88266903822948,6.669956838096229,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5532,37,598,1051.6505016722408,1727.4448160535117,38.22485922433524,20.77915820370773,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,35,
5533,38,749,1063.2510013351134,1428.3871829105474,51.058557505828624,19.632648166277487,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,36,
5534,39,43,1054.7209302325582,1561.2325581395348,15.074631570661303,4.208781162861559,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5535,40,805,1198.4670807453415,1789.462111801242,38.365558913498525,28.309098764375836,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,39,
5536,41,897,1203.76254180602,649.7480490523968,53.70091355620125,23.091349471329885,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,40,
5537,42,111,1212.7207207207207,1142.009009009009,16.12056895296504,9.24124071247865,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,41,
5538,43,151,1232.7483443708609,1264.8476821192053,20.318689199010045,9.73105959657624,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,42,
5539,44,320,1281.75,1622.7625,37.275761591356144,11.127223273772223,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,43,
5540,45,71,1282.0281690140846,959.6760563380282,13.04513766877572,6.917439210435047,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,44,
5541,46,96,1338.3958333333333,918.03125,15.819768704136022,7.834476075007235,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,45,
5542,47,1090,1365.6642201834863,1347.1715596330275,61.870161760860135,27.32050559308127,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,46,
5543,48,40,1434.425,270.8,8.985040389131237,5.669131256698894,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,47,
5544,49,886,1451.615124153499,735.6388261851016,61.401765388140014,22.312632673024336,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,48,
5545,50,382,1463.764397905759,66.4738219895288,31.023373999972527,16.54762648739244,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,49,
5546,51,780,1512.024358974359,371.0435897435897,51.09399181537985,21.26776790633406,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5547,52,286,1500.451048951049,826.5174825174826,33.69294462100922,11.049204071356856,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,50,
5548,53,378,1505.928571428571,1398.335978835979,42.55966605558957,11.834564858999512,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5549,54,612,1605.5196078431372,2022.0539215686276,44.110646641598265,18.37665499444065,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,54,
5550,55,23,1671.4782608695652,1735.4347826086955,8.749350705231501,3.2676590544642687,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5551,56,781,1687.0307298335467,315.65428937259924,41.20194615220439,26.350072181920503,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,55,
5552,57,174,1677.2988505747126,882.3678160919541,22.65971468922581,9.94242277736131,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,56,
5553,58,552,1698.6014492753625,1449.481884057971,43.44010692954536,17.161769084194496,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,57,
5554,59,595,1702.1731092436976,917.5126050420168,31.974650210902585,24.31619928893233,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,58,
5555,60,125,1720.768,1948.512,31.011210030596576,5.704854462493042,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5556,61,397,1753.921914357683,1039.7758186397984,48.25115481847546,11.28126560082097,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,61,
5557,62,383,1769.5691906005222,1964.391644908616,33.01557173840768,15.732257205916294,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,62,
5558,63,190,1773.357894736842,2030.2947368421053,20.703924867527224,11.69042576797674,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,63,
5559,64,70,1786.1,157.04285714285714,12.892933441776147,6.92696755520251,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,64,
5560,65,360,1806.536111111111,493.10833333333335,38.29109951403152,12.86272609899989,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,67,
5561,66,220,1806.4818181818184,395.82272727272726,29.30295702216,9.93210916180809,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,66,
5562,67,394,1819.6903553299487,363.8071065989848,32.38936806002625,15.903498392170883,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,68,
5563,68,492,1845.229674796748,450.5772357723577,39.08677956236706,17.713152010008976,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,69,
5564,69,693,1851.2265512265512,1524.950937950938,39.04177164264688,25.849941037765603,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5565,70,23,1863.6521739130435,1805.434782608696,8.134131590635178,3.514806065536068,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5566,71,33,1886.4545454545453,1371.6969696969695,9.3984726366041,4.456835885677172,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5567,72,91,1891.065934065934,1822.010989010989,20.97803970455426,5.588826047404812,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5568,73,158,1915.025316455696,315.12025316455697,21.4719197634385,9.374411485007728,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5569,74,51,1915.9607843137253,1760.2156862745098,11.7474227796701,5.675342735690983,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,-1,
5570,75,375,1969.4533333333331,1938.7813333333331,32.02901819871272,16.611585525499173,19,0,PA,JE2RFP_gltTGFP_PAO1_TSB,75,
